#
# Sprite sheet data for MonoGame.
#
# To learn how to import these sprites into your MonoGame project visit:
# https://www.codeandweb.com/texturepacker/monogame
#
# Sprite sheet: Objects.png (2004 x 512)
# $TexturePacker:SmartUpdate:b9bae0c3524c0abd6ffd582f5694c032:3586dcca7a3172f4af3231027cc83454:e77109de037446bc7587c57bfaa37545$
#

BasicChar/Dance;0;1629;80;30;44;38;44;0.5333333333333333;0.5
BasicChar/DanceLeft;0;1629;126;30;44;38;44;0.4666666666666667;0.5
BasicChar/Fall;0;421;439;34;26;38;44;0.47058823529411764;0.2692307692307692
BasicChar/FallLeft;0;727;274;34;26;38;44;0.5294117647058824;0.2692307692307692
BasicChar/Jump;0;289;323;34;43;38;44;0.47058823529411764;0.5116279069767442
BasicChar/JumpLeft;0;405;394;34;43;38;44;0.5294117647058824;0.5116279069767442
BasicChar/Kick;0;826;393;34;21;38;44;0.47058823529411764;-0.047619047619047616
BasicChar/KickLeft;0;1240;487;34;21;38;44;0.5294117647058824;-0.047619047619047616
BasicChar/Run;0;788;393;36;20;38;44;0.5;-0.05
BasicChar/RunHold;0;1028;275;33;20;38;44;0.42424242424242425;-0.05
BasicChar/RunHoldLeft;0;1679;421;33;20;38;44;0.5757575757575758;-0.05
BasicChar/RunLeft;0;1701;342;36;20;38;44;0.5;-0.05
BasicChar/Stand;0;1677;310;22;19;38;44;0.45454545454545453;-0.15789473684210525
BasicChar/StandHold;0;1312;487;29;21;38;44;0.3448275862068966;-0.047619047619047616
BasicChar/StandHoldLeft;0;1893;325;29;21;38;44;0.6551724137931034;-0.047619047619047616
BasicChar/StandLeft;0;1677;331;22;19;38;44;0.5454545454545454;-0.15789473684210525
BasicChar/StandRun;0;1629;218;30;21;38;44;0.6;-0.047619047619047616
BasicChar/StandRunLeft;0;1713;261;30;21;38;44;0.4;-0.047619047619047616
BasicChar/Turn;0;1239;384;28;23;38;44;0.5714285714285714;0.043478260869565216
BasicChar/TurnLeft;0;1148;446;28;23;38;44;0.42857142857142855;0.043478260869565216
BasicChar/Walk;0;754;384;32;18;38;44;0.4375;-0.16666666666666666
BasicChar/WalkLeft;0;1913;416;32;18;38;44;0.5625;-0.16666666666666666
BlackNinja/Dance;0;661;171;32;39;38;44;0.5;0.4358974358974359
BlackNinja/DanceLeft;0;693;258;32;39;38;44;0.4375;0.4358974358974359
BlackNinja/Fall;0;1251;269;34;36;38;44;0.47058823529411764;0.4722222222222222
BlackNinja/FallLeft;0;763;274;34;36;38;44;0.47058823529411764;0.4722222222222222
BlackNinja/Jump;0;441;393;34;43;38;44;0.47058823529411764;0.5116279069767442
BlackNinja/JumpLeft;0;477;393;34;43;38;44;0.47058823529411764;0.5116279069767442
BlackNinja/Kick;0;657;257;34;39;38;44;0.47058823529411764;0.4358974358974359
BlackNinja/KickLeft;0;495;352;34;39;38;44;0.47058823529411764;0.4358974358974359
BlackNinja/Run;0;457;353;36;38;38;44;0.5;0.4473684210526316
BlackNinja/RunHold;0;503;312;33;38;38;44;0.42424242424242425;0.4473684210526316
BlackNinja/RunHoldLeft;0;538;312;34;38;38;44;0.5294117647058824;0.4473684210526316
BlackNinja/RunLeft;0;546;438;35;38;38;44;0.45714285714285713;0.4473684210526316
BlackNinja/Stand;0;1401;77;26;39;38;44;0.5384615384615384;0.4358974358974359
BlackNinja/StandHold;0;1711;82;33;39;38;44;0.42424242424242425;0.4358974358974359
BlackNinja/StandHoldLeft;0;531;352;34;39;38;44;0.5294117647058824;0.4358974358974359
BlackNinja/StandLeft;0;1401;118;26;39;38;44;0.38461538461538464;0.4358974358974359
BlackNinja/StandRun;0;567;352;30;39;38;44;0.6;0.4358974358974359
BlackNinja/StandRunLeft;0;599;352;29;39;38;44;0.3448275862068966;0.4358974358974359
BlackNinja/Turn;0;619;438;28;39;38;44;0.5714285714285714;0.4358974358974359
BlackNinja/TurnLeft;0;630;352;28;39;38;44;0.35714285714285715;0.4358974358974359
BlackNinja/Walk;0;574;312;32;38;38;44;0.4375;0.4473684210526316
BlackNinja/WalkLeft;0;788;353;32;38;38;44;0.5;0.4473684210526316
BlueNinja/Dance;0;642;300;32;39;38;44;0.5;0.4358974358974359
BlueNinja/DanceLeft;0;649;393;32;39;38;44;0.4375;0.4358974358974359
BlueNinja/Fall;0;656;475;34;36;38;44;0.47058823529411764;0.4722222222222222
BlueNinja/FallLeft;0;692;475;34;36;38;44;0.47058823529411764;0.4722222222222222
BlueNinja/Jump;0;431;467;34;43;38;44;0.47058823529411764;0.5116279069767442
BlueNinja/JumpLeft;0;549;213;34;43;38;44;0.47058823529411764;0.5116279069767442
BlueNinja/Kick;0;649;434;34;39;38;44;0.47058823529411764;0.4358974358974359
BlueNinja/KickLeft;0;660;352;34;39;38;44;0.47058823529411764;0.4358974358974359
BlueNinja/Run;0;1601;307;36;38;38;44;0.5;0.4473684210526316
BlueNinja/RunHold;0;822;353;33;38;38;44;0.42424242424242425;0.4473684210526316
BlueNinja/RunHoldLeft;0;583;438;34;38;38;44;0.5294117647058824;0.4473684210526316
BlueNinja/RunLeft;0;714;302;35;38;38;44;0.45714285714285713;0.4473684210526316
BlueNinja/Stand;0;1401;159;26;39;38;44;0.5384615384615384;0.4358974358974359
BlueNinja/StandHold;0;683;393;33;39;38;44;0.42424242424242425;0.4358974358974359
BlueNinja/StandHoldLeft;0;685;434;34;39;38;44;0.5294117647058824;0.4358974358974359
BlueNinja/StandLeft;0;696;352;26;39;38;44;0.38461538461538464;0.4358974358974359
BlueNinja/StandRun;0;718;393;30;39;38;44;0.6;0.4358974358974359
BlueNinja/StandRunLeft;0;721;434;29;39;38;44;0.3448275862068966;0.4358974358974359
BlueNinja/Turn;0;724;352;28;39;38;44;0.5714285714285714;0.4358974358974359
BlueNinja/TurnLeft;0;788;312;28;39;38;44;0.35714285714285715;0.4358974358974359
BlueNinja/Walk;0;899;392;32;38;38;44;0.4375;0.4473684210526316
BlueNinja/WalkLeft;0;933;392;32;38;38;44;0.5;0.4473684210526316
BlueWizard/Dance;0;751;312;35;29;38;44;0.45714285714285713;0.2413793103448276
BlueWizard/DanceLeft;0;802;203;35;29;38;44;0.5428571428571428;0.2413793103448276
BlueWizard/Fall;0;855;325;35;24;38;44;0.45714285714285713;0.2916666666666667
BlueWizard/FallLeft;0;892;366;35;24;38;44;0.5428571428571428;0.2916666666666667
BlueWizard/Jump;0;695;168;32;43;38;44;0.5;0.5116279069767442
BlueWizard/JumpLeft;0;693;213;32;43;38;44;0.5;0.5116279069767442
BlueWizard/Kick;0;1276;487;34;21;38;44;0.47058823529411764;-0.047619047619047616
BlueWizard/KickLeft;0;1643;419;34;21;38;44;0.5294117647058824;-0.047619047619047616
BlueWizard/Run;0;1343;491;34;20;38;44;0.5294117647058824;-0.05
BlueWizard/RunHold;0;1642;465;33;20;38;44;0.42424242424242425;-0.05
BlueWizard/RunHoldLeft;0;1677;466;33;20;38;44;0.5757575757575758;-0.05
BlueWizard/RunLeft;0;1606;435;34;20;38;44;0.47058823529411764;-0.05
BlueWizard/Stand;0;1742;430;26;19;38;44;0.5384615384615384;-0.15789473684210525
BlueWizard/StandHold;0;978;263;33;21;38;44;0.42424242424242425;-0.047619047619047616
BlueWizard/StandHoldLeft;0;1298;351;33;21;38;44;0.5757575757575758;-0.047619047619047616
BlueWizard/StandLeft;0;1742;451;26;19;38;44;0.46153846153846156;-0.15789473684210525
BlueWizard/StandRun;0;1893;348;30;21;38;44;0.6;-0.047619047619047616
