#
# Sprite sheet data for MonoGame.
#
# To learn how to import these sprites into your MonoGame project visit:
# https://www.codeandweb.com/texturepacker/monogame
#
# Sprite sheet: Tiles.png (2008 x 496)
# $TexturePacker:SmartUpdate:04eb884d957897de9ebaaf33af1ee418:f9e55341d5d529bf0d327fa0b6d94288:2ad229b3063d76f5699b51e871869f9a$
#

BG/CloudBlue1;0;885;1;144;36;144;36;0.5;0.5
BG/CloudBlue2;0;729;1;154;74;154;74;0.5;0.5
BG/CloudBlue3;0;511;1;216;69;216;69;0.5;0.5
BG/mountain1;0;885;39;128;32;128;32;0.5;0.5
BG/mountain2;0;285;1;224;64;224;64;0.5;0.5
BG/mountain3;0;1;1;282;80;282;80;0.5;0.5
BGObject/Disable/Disable;0;1217;1;48;48;48;48;0.5;0.5
BGObject/Tap/BR;0;1267;1;48;48;48;48;0.5;0.5
BGObject/Tap/GY;0;1317;1;48;48;48;48;0.5;0.5
BGObject/Wind/Down;0;1912;251;41;35;48;48;0.5365853658536586;0.45714285714285713
BGObject/Wind/Left;0;223;235;35;41;48;48;0.5428571428571428;0.5365853658536586
BGObject/Wind/Right;0;1050;408;35;41;48;48;0.45714285714285713;0.4634146341463415
BGObject/Wind/Up;0;1830;322;41;35;48;48;0.4634146341463415;0.5428571428571428
Box/Brown;0;1367;1;48;48;48;48;0.5;0.5
Box/Gray;0;1417;1;48;48;48;48;0.5;0.5
Cloud/S;0;1467;1;48;48;48;48;0.5;0.5
Conveyor/Left;0;149;328;48;46;48;48;0.5;0.5217391304347826
Conveyor/Right;0;511;72;48;46;48;48;0.5;0.5217391304347826
Conveyor/SlowLeft;0;561;72;48;46;48;48;0.5;0.5217391304347826
Conveyor/SlowRight;0;611;72;48;46;48;48;0.5;0.5217391304347826
Conveyor/Track1;0;409;121;48;25;48;48;0.5;0.96
Conveyor/Track2;0;459;121;48;25;48;48;0.5;0.96
Conveyor/Track3;0;709;127;48;25;48;48;0.5;0.96
Decor/Bulge1;0;859;217;44;13;48;48;0.5;-0.8461538461538461
Decor/Bulge2;0;465;67;44;48;48;48;0.5;0.5
Decor/Bulge3;0;1115;42;38;40;48;48;0.5;0.4
Decor/Bulge4;0;839;482;44;13;48;48;0.5;-0.8461538461538461
Decor/Bulge5;0;233;183;44;48;48;48;0.5;0.5
Decor/Bulge6;0;1873;322;38;40;48;48;0.5;0.4
Decor/Fung1;0;1351;417;32;28;48;48;0.5;0.14285714285714285
Decor/Fung2;0;1187;422;32;27;48;48;0.46875;0.1111111111111111
Decor/Fung3;0;1436;404;32;27;48;48;0.46875;0.1111111111111111
Decor/Fung4;0;1830;394;34;25;48;48;0.5;0.04
Decor/Fung5;0;295;148;48;37;48;48;0.5;0.35135135135135137
Decor/Gem1;0;247;427;44;43;48;48;0.5;0.4418604651162791
Decor/Gem2;0;859;127;44;43;48;48;0.5;0.4418604651162791
Decor/Gem3;0;635;153;44;43;48;48;0.5;0.4418604651162791
Decor/Gem4;0;859;172;44;43;48;48;0.5;0.4418604651162791
Decor/Grass1;0;609;120;48;28;48;48;0.5;0.14285714285714285
Decor/Grass2;0;661;72;48;46;48;48;0.5;0.4782608695652174
Decor/Hang1;0;1866;364;44;19;48;48;0.5;1.263157894736842
Decor/Plant1;0;1517;1;48;48;48;48;0.5;0.5
Decor/Plant2;0;1567;1;48;48;48;48;0.5;0.5
Decor/Plant3;0;161;83;96;48;96;48;0.5;0.5
Decor/Plant4;0;161;133;96;48;96;48;0.5;0.5
Decor/Pot;0;1617;1;48;48;48;48;0.5;0.5
Decor/Rock1;0;659;120;48;31;48;48;0.5;0.22580645161290322
Decor/Rock2;0;759;127;48;31;48;48;0.5;0.22580645161290322
Decor/Slime;0;1377;476;44;19;48;48;0.5;1.263157894736842
Decor/Tomb;0;1667;1;48;48;48;48;0.5;0.5
Decor/Top1;0;1221;418;44;31;48;48;0.5;0.7741935483870968
Decor/Top2;0;1198;370;38;46;48;48;0.5;0.5217391304347826
Decor/Top3;0;1464;366;44;31;48;48;0.5;0.7741935483870968
Decor/Top4;0;1913;322;38;46;48;48;0.5;0.5217391304347826
Decor/Tree1;0;1;277;86;161;96;192;0.5116279069767442;0.40372670807453415
Decor/Tree2;0;1;83;158;192;192;192;0.5063291139240507;0.5
Decor/Vine1;0;1940;292;44;28;48;48;0.5;0.8571428571428571
Decor/Vine2;0;1430;368;32;34;48;48;0.5;0.7058823529411765
Decor/Vine3;0;1;440;86;40;96;48;0.5;0.6
Fixed/Altar;0;199;328;46;47;48;48;0.5;0.48936170212765956
Goodie/Apple;0;1121;417;32;32;48;48;0.46875;0.46875
Goodie/Blood;0;199;278;42;48;48;48;0.5;0.5
Goodie/Disrupt;0;861;77;42;48;48;48;0.5;0.5
Goodie/Explosive;0;410;248;42;48;48;48;0.5;0.5
Goodie/GodMode;0;1142;372;43;43;48;48;0.5116279069767442;0.5116279069767442
Goodie/Guard;0;247;327;44;48;48;48;0.5;0.5
Goodie/GuardPlus;0;247;377;44;48;48;48;0.5;0.5
Goodie/Heart;0;429;198;42;48;48;48;0.5;0.5
Goodie/Key;0;147;426;48;44;48;48;0.5;0.5
Goodie/Pear;0;1087;408;32;41;48;48;0.5;0.4878048780487805
Goodie/Shield;0;1953;322;38;44;48;48;0.5;0.5
Goodie/ShieldPlus;0;445;148;44;48;48;48;0.5;0.5
Goodie/Shiny;0;454;248;42;48;48;48;0.5;0.5
Goodie/Stars;0;473;198;42;48;48;48;0.5;0.5
Grass/FB;0;1717;1;48;48;48;48;0.5;0.5
Grass/FBL;0;1767;1;48;48;48;48;0.5;0.5
Grass/FBR;0;1817;1;48;48;48;48;0.5;0.5
Grass/FC;0;1867;1;48;48;48;48;0.5;0.5
Grass/FL;0;1917;1;48;48;48;48;0.5;0.5
Grass/FR;0;149;278;48;48;48;48;0.5;0.5
Grass/FU;0;147;376;48;48;48;48;0.5;0.5
Grass/FUL;0;711;77;48;48;48;48;0.5;0.5
Grass/FUR;0;761;77;48;48;48;48;0.5;0.5
Grass/H1;0;811;77;48;48;48;48;0.5;0.5
Grass/H2;0;197;377;48;48;48;48;0.5;0.5
Grass/H3;0;905;73;48;48;48;48;0.5;0.5
Grass/S;0;955;73;48;48;48;48;0.5;0.5
Grass/V1;0;259;98;48;48;48;48;0.5;0.5
Grass/V2;0;309;98;48;48;48;48;0.5;0.5
Grass/V3;0;359;98;48;48;48;48;0.5;0.5
GrassLedge/FB;0;345;148;48;48;48;48;0.5;0.5
GrassLedge/FBL;0;279;187;48;48;48;48;0.5;0.5
GrassLedge/FBR;0;395;148;48;48;48;48;0.5;0.5
GrassLedge/FC;0;329;198;48;48;48;48;0.5;0.5
GrassLedge/FL;0;379;198;48;48;48;48;0.5;0.5
GrassLedge/FR;0;260;237;48;48;48;48;0.5;0.5
GrassLedge/FU;0;310;248;48;48;48;48;0.5;0.5
GrassLedge/FUL;0;360;248;48;48;48;48;0.5;0.5
GrassLedge/FUR;0;293;298;48;48;48;48;0.5;0.5
GrassLedge/H1;0;343;298;48;48;48;48;0.5;0.5
GrassLedge/H2;0;293;348;48;48;48;48;0.5;0.5
GrassLedge/H3;0;343;348;48;48;48;48;0.5;0.5
GrassLedge/S;0;293;398;48;48;48;48;0.5;0.5
GrassLedge/V1;0;343;398;48;48;48;48;0.5;0.5
GrassLedge/V2;0;393;298;48;48;48;48;0.5;0.5
GrassLedge/V3;0;393;348;48;48;48;48;0.5;0.5
HatCollect/AngelHat;0;509;120;48;26;48;48;0.5;0.5
HatCollect/BambooHat;0;809;127;48;32;48;48;0.5;0.5
HatCollect/BaseballHat;0;759;160;48;35;48;48;0.5;0.4857142857142857
HatCollect/CowboyHat;0;243;287;48;38;48;48;0.5;0.5
HatCollect/FeatheredHat;0;809;161;48;35;48;48;0.5;0.45714285714285713
HatCollect/FedoraHat;0;1955;258;47;32;48;48;0.48936170212765956;0.46875
HatCollect/HardHat;0;559;120;48;26;48;48;0.5;0.4230769230769231
HatCollect/RandomHat;0;1015;42;48;35;48;48;0.5;0.4857142857142857
HatCollect/RangerHat;0;1065;42;48;38;48;48;0.5;0.5
HatCollect/SpikeyHat;0;393;398;48;48;48;48;0.5;0.5
HatCollect/TopHat;0;759;160;48;35;48;48;0.5;0.4857142857142857
HatCollect/WizBlueHat;0;1192;289;47;29;48;48;0.48936170212765956;0.4482758620689655
HatCollect/WizCyanHat;0;1241;290;47;29;48;48;0.48936170212765956;0.4482758620689655
HatCollect/WizGreenHat;0;1510;366;45;27;45;27;0.5;0.5
HatCollect/WizRedHat;0;1599;367;45;27;45;27;0.5;0.5
HatCollect/WizYellowHat;0;1646;364;45;27;45;27;0.5;0.5
HiddenObject/Cluster;0;443;298;48;48;48;48;0.5;0.5
HiddenObject/ClusterChar;0;443;348;48;48;48;48;0.5;0.5
HiddenObject/ClusterScreen;0;443;398;48;48;48;48;0.5;0.5
HiddenObject/TrackBlue;0;1662;393;29;29;48;48;0.4827586206896552;0.4827586206896552
HiddenObject/TrackGreen;0;1661;430;29;29;48;48;0.4827586206896552;0.4827586206896552
HiddenObject/TrackRed;0;1772;463;29;29;48;48;0.4827586206896552;0.4827586206896552
Icon/Armor;0;1201;451;38;44;48;48;0.5;0.4772727272727273
Icon/Hand;0;161;183;70;50;70;50;0.5;0.5
Icon/Heart;0;1386;368;42;34;48;48;0.5;0.47058823529411764
Icons/Add;0;1402;251;45;44;48;48;0.4888888888888889;0.5
Icons/Adventure;0;1100;280;44;38;48;48;0.5;0.5
Icons/Attachment;0;1019;269;30;44;48;48;0.5;0.5
Icons/Badge;0;1238;372;36;44;48;48;0.5;0.5
Icons/Beaker;0;498;248;42;48;48;48;0.5;0.5
Icons/Blueprint;0;1241;451;38;44;48;48;0.5;0.5
Icons/Brush;0;493;298;48;48;48;48;0.5;0.5
Icons/Cancel;0;1590;251;44;44;48;48;0.5;0.5
Icons/Clip;0;1636;251;44;44;48;48;0.5;0.5
Icons/Clone;0;1157;451;42;44;48;48;0.5;0.5
Icons/Copy;0;491;148;44;48;48;48;0.5;0.5
Icons/Cut;0;1955;226;48;30;48;48;0.5;0.5
Icons/Down;0;1682;251;44;44;48;48;0.5;0.5
Icons/Draw;0;493;348;48;48;48;48;0.5;0.5
Icons/Edit;0;1050;318;44;42;48;48;0.5;0.5
Icons/Eraser;0;1096;320;44;40;48;48;0.5;0.5
Icons/Exit;0;1375;322;42;44;48;48;0.5;0.5
Icons/Eyedrop;0;1449;251;45;44;48;48;0.5111111111111111;0.5
Icons/File;0;1967;1;40;44;48;48;0.5;0.5
Icons/Flag;0;493;398;48;48;48;48;0.5;0.5
Icons/Font;0;1155;44;48;40;48;48;0.5;0.5
Icons/FromRight;0;1375;322;42;44;48;48;0.5;0.5
Icons/Gamepad;0;517;198;48;48;48;48;0.5;0.5
Icons/Hand;0;1276;371;36;44;48;48;0.5;0.5
Icons/Home;0;1146;282;44;38;48;48;0.5;0.5
Icons/Identity;0;1692;322;44;38;48;48;0.5;0.5
Icons/Info;0;1728;251;44;44;48;48;0.5;0.5
Icons/Key;0;1774;251;44;44;48;48;0.5;0.5
Icons/Left;0;1820;251;44;44;48;48;0.5;0.5
Icons/List;0;1205;201;48;40;48;48;0.5;0.5
Icons/Lock;0;537;148;48;48;48;48;0.5;0.5
Icons/Login;0;542;248;48;48;48;48;0.5;0.5
Icons/Logout;0;587;150;46;46;48;48;0.5;0.5
Icons/Menu;0;1784;322;44;36;48;48;0.5;0.5
Icons/Message;0;1496;251;45;44;48;48;0.5111111111111111;0.5
Icons/Mouse;0;567;198;28;48;48;48;0.5;0.5
Icons/Move;0;1354;251;46;44;48;48;0.5;0.5
Icons/MoveRight;0;1419;322;42;44;48;48;0.5;0.5
Icons/Music;0;197;427;48;42;48;48;0.5;0.5
Icons/Play;0;543;298;48;48;48;48;0.5;0.5
Icons/Puzzle;0;1866;251;44;44;48;48;0.5;0.5
Icons/Redo;0;597;198;42;48;48;48;0.5;0.5
Icons/Refresh;0;1543;251;45;44;48;48;0.4888888888888889;0.5
Icons/Right;0;1050;362;44;44;48;48;0.5;0.5
Icons/Save;0;1096;362;44;44;48;48;0.5;0.5
Icons/Search;0;543;348;48;48;48;48;0.5;0.5
Icons/Settings;0;1463;322;44;42;48;48;0.5;0.5
Icons/Small/Add;0;1630;396;30;30;32;32;0.5;0.5
Icons/Small/Beaker;0;1155;417;30;32;32;32;0.5;0.5
Icons/Small/Blueprint;0;731;154;26;30;32;32;0.5;0.5
Icons/Small/Brush;0;1343;447;32;32;32;32;0.5;0.5
Icons/Small/Eraser;0;1914;404;32;30;32;32;0.5;0.5
Icons/Small/Eyedrop;0;1470;399;32;32;32;32;0.5;0.5
Icons/Small/Flag;0;1914;370;32;32;32;32;0.5;0.5
Icons/Small/Home;0;1596;396;32;30;32;32;0.5;0.5
Icons/Small/Identity;0;979;469;30;26;32;32;0.5;0.5
Icons/Small/Info;0;1473;433;32;32;32;32;0.5;0.5
Icons/Small/Left;0;1692;430;30;30;32;32;0.5;0.5
Icons/Small/Menu;0;1834;421;30;26;32;32;0.5;0.5
Icons/Small/Message;0;1693;398;32;30;32;32;0.5;0.5
Icons/Small/Play;0;1504;399;32;32;32;32;0.5;0.5
Icons/Small/Redo;0;1551;463;28;32;32;32;0.5;0.5
Icons/Small/Right;0;1724;431;30;30;32;32;0.5;0.5
Icons/Small/Save;0;1756;431;30;30;32;32;0.5;0.5
Icons/Small/Settings;0;1507;433;32;32;32;32;0.5;0.5
Icons/Small/Tags;0;1866;429;30;28;32;32;0.5;0.5
Icons/Small/Trash;0;1538;395;32;32;32;32;0.5;0.5
Icons/Small/Undo;0;1646;461;28;32;32;32;0.5;0.5
Icons/Small/Wand;0;1541;429;31;32;32;32;0.4838709677419355;0.5
Icons/Star;0;1019;451;44;44;48;48;0.5;0.5
Icons/Tags;0;1646;322;44;40;48;48;0.5;0.5
Icons/ThumbsDown;0;1509;322;44;42;48;48;0.5;0.5
Icons/ThumbsUp;0;1555;322;44;42;48;48;0.5;0.5
Icons/Time;0;970;223;32;44;48;48;0.5;0.5
Icons/Trash;0;641;198;46;48;48;48;0.5;0.5
Icons/Undo;0;689;198;42;48;48;48;0.5;0.5
Icons/Up;0;1065;451;44;44;48;48;0.5;0.5
Icons/User;0;884;232;38;48;48;48;0.5;0.5
Icons/Users;0;681;154;48;42;48;48;0.5;0.5
Icons/Volume;0;1004;229;48;38;48;48;0.5;0.5
Icons/Wand;0;1111;451;44;44;48;48;0.5;0.5
Interactives/Book;0;1051;275;47;41;48;48;0.5106382978723404;0.5121951219512195
Interactives/PeekMap;0;1793;360;35;35;48;48;0.4857142857142857;0.4857142857142857
Leaf/Basic;0;543;398;48;48;48;48;0.5;0.5
Leaf/Reform;0;592;248;48;48;48;48;0.5;0.5
Lock/Lock;0;593;298;48;48;48;48;0.5;0.5
Log/H1;0;593;348;48;48;48;48;0.5;0.5
Log/H2;0;593;398;48;48;48;48;0.5;0.5
Log/H3;0;905;123;48;48;48;48;0.5;0.5
Log/S;0;955;123;48;48;48;48;0.5;0.5
Mud/FU;0;642;248;48;48;48;48;0.5;0.5
Mud/FUL;0;643;298;48;48;48;48;0.5;0.5
Mud/FUR;0;643;348;48;48;48;48;0.5;0.5
Mud/H1;0;643;398;48;48;48;48;0.5;0.5
Mud/H2;0;692;248;48;48;48;48;0.5;0.5
Mud/H3;0;693;298;48;48;48;48;0.5;0.5
Mud/S;0;693;348;48;48;48;48;0.5;0.5
Mud/V1;0;693;398;48;48;48;48;0.5;0.5
Pets/Bunny/Left;0;1834;449;30;27;48;48;0.5;0.1111111111111111
Pets/Bunny/Right;0;1866;459;30;27;48;48;0.5;0.1111111111111111
Pets/Cat/Left;0;1267;418;32;31;48;48;0.53125;0.22580645161290322
