#
# Sprite sheet data for MonoGame.
#
# To learn how to import these sprites into your MonoGame project visit:
# https://www.codeandweb.com/texturepacker/monogame
#
# Sprite sheet: Other.png (484 x 1112)
# $TexturePacker:SmartUpdate:d90ee879f1395104fb3a6aab048873f1:8b91ffe96abf311bfe749bd22f80939b:be788195ae2cfa1d558d97b5a3cf31c0$
#

BGObject/Disable/Disable;0;101;159;48;48;48;48;0.5;0.5
BGObject/Tap/BR;0;151;134;48;48;48;48;0.5;0.5
BGObject/Tap/GY;0;1;473;48;48;48;48;0.5;0.5
BGObject/Wind/Down;0;47;362;41;35;48;48;0.5365853658536586;0.45714285714285713
BGObject/Wind/Left;0;238;793;35;41;48;48;0.5428571428571428;0.5365853658536586
BGObject/Wind/Right;0;238;836;35;41;48;48;0.45714285714285713;0.4634146341463415
BGObject/Wind/Up;0;273;749;41;35;48;48;0.4634146341463415;0.5428571428571428
Button/Fixed/BR;0;435;311;44;31;48;48;0.5;0.22580645161290322
Button/Fixed/BRDown;0;397;175;44;19;48;48;0.5;-0.2631578947368421
Button/Fixed/BROff;0;239;498;44;31;48;48;0.5;0.22580645161290322
Button/Fixed/BROffDown;0;238;922;44;19;48;48;0.5;-0.2631578947368421
Button/Fixed/GY;0;275;822;44;31;48;48;0.5;0.22580645161290322
Button/Fixed/GYDown;0;276;1053;44;19;48;48;0.5;-0.2631578947368421
Button/Fixed/GYOff;0;275;855;44;31;48;48;0.5;0.22580645161290322
Button/Fixed/GYOffDown;0;290;402;44;19;48;48;0.5;-0.2631578947368421
Button/Standard/BR;0;272;888;44;31;48;48;0.5;0.22580645161290322
Button/Standard/BRDown;0;336;411;44;19;48;48;0.5;-0.2631578947368421
Button/Standard/BROff;0;237;943;44;31;48;48;0.5;0.22580645161290322
Button/Standard/BROffDown;0;335;432;44;19;48;48;0.5;-0.2631578947368421
Button/Standard/GY;0;284;921;44;31;48;48;0.5;0.22580645161290322
Button/Standard/GYDown;0;382;415;44;19;48;48;0.5;-0.2631578947368421
Button/Standard/GYOff;0;283;954;44;31;48;48;0.5;0.22580645161290322
Button/Standard/GYOffDown;0;428;418;44;19;48;48;0.5;-0.2631578947368421
Button/Timed/BR;0;276;987;44;31;48;48;0.5;0.22580645161290322
Button/Timed/BRDown;0;381;436;44;19;48;48;0.5;-0.2631578947368421
Button/Timed/BROff;0;276;1020;44;31;48;48;0.5;0.22580645161290322
Button/Timed/BROffDown;0;427;439;44;19;48;48;0.5;-0.2631578947368421
Button/Timed/GY;0;289;423;44;31;48;48;0.5;0.22580645161290322
Button/Timed/GYDown;0;287;489;44;19;48;48;0.5;-0.2631578947368421
Button/Timed/GYOff;0;287;456;44;31;48;48;0.5;0.22580645161290322
Button/Timed/GYOffDown;0;285;510;44;19;48;48;0.5;-0.2631578947368421
Cannon/Diagonal;0;1;523;48;48;48;48;0.5;0.5
Cannon/Horizontal;0;1;573;48;48;48;48;0.5;0.5
Cannon/Vertical;0;1;623;48;48;48;48;0.5;0.5
Chest/Closed;0;101;209;48;45;48;48;0.5;0.4666666666666667
Chest/Lock;0;347;152;48;45;48;48;0.5;0.4666666666666667
Chest/Open;0;351;199;48;47;48;48;0.5;0.48936170212765956
Door/Locked/Blue;0;1;1;48;77;48;96;0.5;0.37662337662337664
Door/Locked/Green;0;1;80;48;77;48;96;0.5;0.37662337662337664
Door/Locked/Red;0;51;1;48;77;48;96;0.5;0.37662337662337664
Door/Locked/Yellow;0;1;159;48;77;48;96;0.5;0.37662337662337664
Door/Standard/Blue;0;51;80;48;77;48;96;0.5;0.37662337662337664
Door/Standard/Green;0;101;1;48;77;48;96;0.5;0.37662337662337664
Door/Standard/Open;0;1;238;48;77;48;96;0.5;0.37662337662337664
Door/Standard/Red;0;51;159;48;77;48;96;0.5;0.37662337662337664
Door/Standard/Yellow;0;101;80;48;77;48;96;0.5;0.37662337662337664
Emblem/Blue;0;459;829;24;20;24;20;0.5;0.5
Emblem/BlueOff;0;459;851;24;20;24;20;0.5;0.5
Emblem/Green;0;459;873;24;20;24;20;0.5;0.5
Emblem/GreenOff;0;459;895;24;20;24;20;0.5;0.5
Emblem/Red;0;459;917;24;20;24;20;0.5;0.5
Emblem/RedOff;0;459;939;24;20;24;20;0.5;0.5
Emblem/Yellow;0;459;961;24;20;24;20;0.5;0.5
Emblem/YellowOff;0;459;983;24;20;24;20;0.5;0.5
Flag/Blue;0;1;392;36;79;48;96;0.5555555555555556;0.3924050632911392
Flag/Finish;0;1;317;44;73;48;96;0.45454545454545453;0.3424657534246575
Flag/Red;0;151;53;38;79;48;96;0.5263157894736842;0.3924050632911392
Flag/White;0;51;238;32;73;48;96;0.625;0.3424657534246575
Goodie/Apple;0;321;854;32;32;48;48;0.46875;0.46875
Goodie/Blood;0;201;134;42;48;48;48;0.5;0.5
Goodie/Disrupt;0;245;124;42;48;48;48;0.5;0.5
Goodie/Explosive;0;245;174;42;48;48;48;0.5;0.5
Goodie/GodMode;0;237;576;43;43;48;48;0.5116279069767442;0.5116279069767442
Goodie/Guard;0;347;52;44;48;48;48;0.5;0.5
Goodie/GuardPlus;0;347;102;44;48;48;48;0.5;0.5
Goodie/Heart;0;401;196;42;48;48;48;0.5;0.5
Goodie/Key;0;90;356;48;44;48;48;0.5;0.5
Goodie/Pear;0;238;879;32;41;48;48;0.5;0.4878048780487805
Goodie/Shield;0;445;182;38;44;48;48;0.5;0.5
Goodie/ShieldPlus;0;397;125;44;48;48;48;0.5;0.5
Goodie/Shiny;0;401;246;42;48;48;48;0.5;0.5
Goodie/Stars;0;51;473;42;48;48;48;0.5;0.5
Hat/AngelHat;0;427;489;36;18;38;32;0.5;0.3888888888888889
Hat/AngelHatLeft;0;447;509;36;18;38;32;0.5;0.3888888888888889
Hat/BambooHat;0;39;449;34;22;38;32;0.5;0.4090909090909091
Hat/BambooHatLeft;0;193;335;34;22;38;32;0.5;0.4090909090909091
Hat/BaseballHat;0;318;643;33;18;38;32;0.42424242424242425;0.3888888888888889
Hat/BaseballHatLeft;0;353;643;33;18;38;32;0.5757575757575758;0.3888888888888889
Hat/CowboyHat;0;331;511;37;26;38;32;0.5135135135135135;0.4230769230769231
Hat/CowboyHatLeft;0;370;513;37;26;38;32;0.4864864864864865;0.4230769230769231
Hat/FeatheredHat;0;97;847;35;24;38;32;0.5428571428571428;0.4583333333333333
Hat/FeatheredHatLeft;0;401;544;35;24;38;32;0.45714285714285713;0.4583333333333333
Hat/FedoraHat;0;417;600;32;22;38;32;0.5;0.45454545454545453
Hat/FedoraHatLeft;0;417;624;32;22;38;32;0.5;0.45454545454545453
Hat/HardHat;0;323;567;34;18;38;32;0.47058823529411764;0.3333333333333333
Hat/HardHatLeft;0;359;569;34;18;38;32;0.5294117647058824;0.3333333333333333
Hat/RangerHat;0;323;539;37;26;38;32;0.5135135135135135;0.4230769230769231
Hat/RangerHatLeft;0;362;541;37;26;38;32;0.4864864864864865;0.4230769230769231
Hat/SpikeyHat;0;447;529;35;32;38;32;0.5428571428571428;0.5
Hat/SpikeyHatLeft;0;283;568;35;32;38;32;0.45714285714285713;0.5
Hat/TopHat;0;282;637;34;24;38;32;0.5;0.5
Hat/TopHatLeft;0;320;587;34;24;38;32;0.5;0.5
Hat/WizBlueHat;0;417;648;32;20;38;32;0.53125;0.35
Hat/WizBlueHatLeft;0;417;670;32;20;38;32;0.46875;0.35
Hat/WizCyanHat;0;372;707;30;18;30;18;0.5;0.5
Hat/WizCyanHatLeft;0;420;834;30;18;30;18;0.5;0.5
Hat/WizGreenHat;0;417;692;32;20;38;32;0.53125;0.35
Hat/WizGreenHatLeft;0;356;589;32;20;38;32;0.46875;0.35
Hat/WizRedHat;0;340;727;32;20;38;32;0.53125;0.35
Hat/WizRedHatLeft;0;383;663;32;20;38;32;0.46875;0.35
Hat/WizWhiteHat;0;383;685;32;20;38;32;0.53125;0.35
Hat/WizWhiteHatLeft;0;374;727;32;20;38;32;0.46875;0.35
HatCollect/AngelHat;0;145;1045;48;26;48;48;0.5;0.5
HatCollect/BambooHat;0;195;1038;48;32;48;48;0.5;0.5
HatCollect/BaseballHat;0;135;508;48;35;48;48;0.5;0.4857142857142857
HatCollect/CowboyHat;0;1;1073;48;38;48;48;0.5;0.5
HatCollect/FeatheredHat;0;147;1073;48;35;48;48;0.5;0.45714285714285713
HatCollect/FedoraHat;0;240;224;47;32;48;48;0.48936170212765956;0.46875
