#
# Sprite sheet data for MonoGame.
#
# To learn how to import these sprites into your MonoGame project visit:
# https://www.codeandweb.com/texturepacker/monogame
#
# Sprite sheet: Enemies.png (496 x 1076)
# $TexturePacker:SmartUpdate:b7a6d96819ca366901f2ea870e913d73:5e1975dc745bc31c5f5cd097dfc4b5fa:b91833d9763b241adb9050e59ab3c8e0$
#

Bones/Left1;0;397;248;48;45;48;48;0.5;0.4666666666666667
Bones/Left2;0;217;279;48;45;48;48;0.5;0.4666666666666667
Bones/Left3;0;397;295;48;45;48;48;0.5;0.4666666666666667
Bones/Right1;0;209;326;48;45;48;48;0.5;0.4666666666666667
Bones/Right2;0;173;478;48;45;48;48;0.5;0.4666666666666667
Bones/Right3;0;229;573;48;45;48;48;0.5;0.4666666666666667
Boom/Left1;0;191;982;47;43;48;48;0.48936170212765956;0.4418604651162791
Boom/Left2;0;349;217;46;47;48;48;0.5;0.48936170212765956
Boom/Left3;0;240;982;46;43;48;48;0.5;0.4418604651162791
Boom/Right1;0;259;329;47;43;48;48;0.5106382978723404;0.4418604651162791
Boom/Right2;0;217;779;46;47;48;48;0.5;0.48936170212765956
Boom/Right3;0;325;611;46;43;48;48;0.5;0.4418604651162791
Bug/Down;0;353;436;40;25;48;48;0.5;0.04
Bug/DownLeft;0;411;840;40;25;48;48;0.5;0.04
Bug/Up;0;357;358;38;25;48;48;0.5263157894736842;0.04
Bug/UpLeft;0;447;872;38;25;48;48;0.47368421052631576;0.04
Buzz/Left1;0;334;985;30;44;48;48;0.5;0.4772727272727273
Buzz/Left2;0;327;1031;32;44;48;48;0.46875;0.4772727272727273
Buzz/Left3;0;129;607;36;44;48;48;0.4722222222222222;0.4772727272727273
Buzz/Right1;0;357;656;30;44;48;48;0.43333333333333335;0.4772727272727273
Buzz/Right2;0;361;1031;32;44;48;48;0.46875;0.4772727272727273
Buzz/Right3;0;271;933;36;44;48;48;0.4722222222222222;0.4772727272727273
Chomper/Fire/Closed;0;397;198;48;48;48;48;0.5;0.5
Chomper/Fire/Open;0;443;89;48;48;48;48;0.5;0.5
Chomper/Fixed/Dead;0;443;139;48;48;48;48;0.5;0.5
Chomper/Fixed/Open;0;447;189;48;48;48;48;0.5;0.5
Chomper/FixedMetal/Dead;0;447;239;48;48;48;48;0.5;0.5
Chomper/FixedMetal/Open;0;447;289;48;48;48;48;0.5;0.5
Chomper/Grass/Closed;0;129;557;48;48;48;48;0.5;0.5
Chomper/Grass/Open;0;267;266;48;48;48;48;0.5;0.5
Chomper/Metal/Closed;0;317;266;48;48;48;48;0.5;0.5
Chomper/Metal/Open;0;447;339;48;48;48;48;0.5;0.5
Chomper/Standard/Closed;0;129;557;48;48;48;48;0.5;0.5
Chomper/Standard/Open;0;267;266;48;48;48;48;0.5;0.5
Dire/Left1;0;1;99;90;92;96;96;0.5;0.4891304347826087
Dire/Left2;0;385;1;94;86;96;96;0.5;0.47674418604651164
Dire/Left3;0;191;1;95;86;96;96;0.5052631578947369;0.5
Dire/Right1;0;99;1;90;92;96;96;0.5;0.4891304347826087
Dire/Right2;0;1;377;94;86;96;96;0.5;0.47674418604651164
Dire/Right3;0;288;1;95;86;96;96;0.49473684210526314;0.5
Elemental/Air/Left;0;217;214;46;63;48;64;0.5;0.5079365079365079
Elemental/Air/Right;0;161;303;46;63;48;64;0.5;0.5079365079365079
Elemental/Earth/Left;0;85;1011;46;64;48;64;0.5;0.5
Elemental/Earth/Right;0;133;1010;46;64;48;64;0.5;0.5
Elemental/Eye/Eye;0;207;373;48;48;48;48;0.5;0.5
Elemental/Fire/Left;0;397;138;44;58;44;58;0.5;0.5
Elemental/Fire/Right;0;161;368;44;58;44;58;0.5;0.5
Elemental/MiniAir;0;419;593;29;22;48;48;0.5517241379310345;0.45454545454545453
Flair/Electric/Left1;0;367;266;28;44;48;48;0.5;0.4772727272727273
